QBarcode,JobPA,JobPAAge,JobPAYrs,JobPATyp,UsualPA,Walk,WalkYrs,WalkDays,WalkMin,WalkPace,Wgts,WgtsYrs,WgtsDays,WgtsMin,Yoga,YogaYrs,YogaDays,YogaMin,MldX,MldXYrs,MldXDays,MldXHrs,ModX,ModXYrs,ModXDays,ModXMin,ModX1,ModX2,ModX3,ModX4,ModX5,ModX6,ModX7,ModX8,ModX9,ModXO,XDays18,XDays30,XDays45,XDays60
772,1,35,30,LAUNDRY CLERK,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,0
783,1,21,20,RN,4,1,4,3,4,2,0,66,66,66,0,66,66,66,1,4,3,3,1,4,3,4,1,0,0,0,0,0,0,0,0,0,2,2,66,66
786,1,17,46,HOSPITAL,5,1,4,1,99,2,0,66,66,66,0,66,66,66,1,1,1,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
787,1,21,35,TEACHING,4,1,2,2,3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,66
788,99,999,999,DANCE,99,99,99,99,99,99,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
789,0,666,666,,4,1,4,2,2,2,1,4,2,1,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,2,66
790,1,57,5,HOSTESS,4,1,4,2,4,2,1,1,2,4,0,66,66,66,1,4,2,3,1,4,2,3,1,0,0,0,1,0,0,0,0,0,3,3,2,2
791,1,18,38,FACTORY,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66
794,1,26,999,PACKAGING,5,1,4,2,3,3,1,4,2,2,0,66,66,66,1,1,1,1,1,3,1,2,0,0,0,1,0,0,0,1,0,0,0,2,3,66
795,0,666,666,,1,1,3,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,1
796,0,666,666,,3,1,1,3,1,2,0,66,66,66,0,66,66,66,1,3,1,1,0,66,66,66,1,66,66,66,66,66,66,66,66,66,1,3,2,2
800,99,999,999,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,0,0,0,0,0,0,0,1,0,0,99,99,99,3
802,1,30,10,PHYSICIAN,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,66,66
805,0,666,666,,5,1,4,3,1,2,1,4,3,1,0,66,66,66,0,66,66,66,1,4,3,1,0,0,0,1,0,0,0,0,0,0,4,4,4,66
809,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
810,0,666,666,,4,1,4,3,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,3,66
813,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,4,0,0,0,0,0,0,0,0,0,88,4,3,3,1
814,1,21,22,LETTER CARRIER,5,1,3,2,2,1,1,2,1,2,0,66,66,66,1,3,2,2,1,1,2,4,1,0,0,0,0,0,1,0,0,0,3,2,2,2
823,1,999,40,WAREHOUSE,3,1,2,2,1,2,1,4,2,3,0,66,66,66,1,1,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
826,1,18,38,,3,1,2,2,3,2,0,66,66,66,0,66,66,66,1,4,1,3,1,3,2,2,1,0,1,0,0,0,0,0,0,0,2,2,3,66
839,99,999,999,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66
843,1,17,35,ROAD CONSTRUCTION,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
851,0,666,666,,5,1,1,3,1,3,1,1,3,1,0,66,66,66,0,66,66,66,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4
856,99,999,999,,5,1,99,2,2,2,1,2,99,3,99,99,99,99,1,2,99,3,1,2,2,99,1,0,0,0,0,0,0,0,0,0,2,99,2,3
879,0,666,666,,3,1,1,2,2,2,0,66,66,66,0,66,66,66,1,4,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,2
883,1,15,50,DRILL WELLS,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,2,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
891,0,666,666,,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,1
893,1,25,25,SUPERSISION,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,1,66
897,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
898,1,17,6,WAITRESS,4,1,3,3,2,3,1,4,1,1,0,66,66,66,0,66,66,66,1,2,2,2,0,0,0,1,0,0,1,0,0,0,0,3,4,66
900,1,16,32,AUTO TECH,5,1,2,2,2,3,1,1,3,3,0,66,66,66,0,66,66,66,1,1,2,3,0,0,1,0,0,0,0,0,0,88,0,1,3,66
901,1,12,18,CONSTRUCTION,4,1,4,3,1,2,1,1,3,1,0,66,66,66,0,66,66,66,1,4,3,2,0,0,0,1,0,0,0,1,0,0,3,3,3,66
908,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,2,2,1,3,1,4,0,0,0,0,0,1,0,0,0,0,99,1,1,2
910,1,16,20,FARMWORK,5,1,1,1,2,1,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,3,0,0,0,0,0,0,0,0,0,88,2,2,66,66
917,1,999,999,,3,1,1,3,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,99,66
925,0,666,666,,3,1,1,99,1,99,99,99,99,99,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
955,0,666,666,,2,1,2,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,2
960,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,1,99,99
970,99,999,999,,99,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
996,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
997,0,666,666,,3,1,2,3,1,1,0,66,66,66,0,66,66,66,1,2,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,2
998,0,666,666,,3,1,99,99,99,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
999,1,999,999,,5,1,3,3,3,99,0,66,66,66,0,66,66,66,0,66,66,66,1,99,99,99,0,0,0,0,0,0,0,0,0,88,0,99,99,99
1000,0,666,666,,3,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1001,0,666,666,,3,1,3,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,66
1002,1,19,3,CLERK,4,1,1,2,1,1,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,1
1003,1,999,7,SELLING,5,1,1,3,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,2,66
1006,1,62,1,DIETARY AIDE,4,99,99,99,99,99,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,99,0
1007,1,30,22,CLEAN STALLS,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,3,1,1,4,1,4,0,1,0,0,0,0,0,0,0,88,4,3,2,66
1008,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,1,1
1012,1,18,15,SALES,4,1,4,2,2,1,1,4,2,1,0,66,66,66,1,1,1,2,1,4,2,2,0,0,1,0,0,0,1,0,0,0,3,2,66,66
1013,0,666,666,,4,1,2,1,2,1,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1018,1,17,50,IN HOME CARE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
1019,1,16,4,LIFTING,3,1,4,1,1,2,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
1023,1,16,37,ELECTRONIC TECH,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
1024,1,19,25,MACHINIST,4,1,1,1,3,2,1,2,1,2,0,66,66,66,1,4,1,1,1,4,2,4,0,0,0,0,0,0,0,1,0,0,4,4,3,66
1026,0,666,666,,5,0,66,66,66,66,1,4,2,1,0,66,66,66,0,66,66,66,1,4,2,4,0,0,0,1,0,0,0,1,0,0,2,3,3,66
1028,1,16,3,STOCK CLERK,2,0,66,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1029,1,23,32,MAINTAINENCE,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,1,66
1031,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,3,0
1037,0,666,666,,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,0
1038,1,42,8,OFFICE,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
1040,99,18,15,NURSING,4,1,1,3,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,0
1042,0,666,666,,3,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,3,3,2
1062,1,18,4,STOCK,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,1,66
1065,0,666,666,,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1078,1,17,3,WAITRESS,2,0,66,66,66,66,0,66,66,66,99,99,99,99,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1082,0,666,666,,2,1,3,3,2,2,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,66,66
1088,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,1,66
1105,0,666,666,,4,1,3,2,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,3,66
1106,1,999,21,LIBRARY ASSISTANT,5,1,3,1,1,99,0,66,66,66,0,66,66,66,1,2,1,1,1,3,99,4,0,0,0,0,0,0,1,0,0,0,99,99,99,99
1107,1,21,999,LIFTING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,1
1112,0,666,666,,3,1,2,2,2,2,0,66,66,66,0,66,66,66,1,3,2,1,1,3,1,4,0,0,0,0,0,0,0,0,1,0,1,2,3,66
1116,99,999,999,,99,1,4,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1118,1,37,17,BARTENDING,5,1,2,3,2,2,1,1,1,2,0,66,66,66,1,4,1,3,1,4,3,4,0,0,0,0,1,0,0,0,0,0,0,2,2,66
1122,1,17,20,CLEANING PCA,2,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,2
1123,0,666,666,,5,1,4,1,1,1,0,66,66,66,0,66,66,66,1,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,88,1,1,1,1
1125,1,19,12,XRAY TECH,4,1,4,2,2,2,1,1,1,3,1,1,1,2,1,4,1,2,1,4,1,99,0,0,0,0,0,1,0,0,0,0,0,2,2,2
1126,1,999,999,OFFICE,4,1,4,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,4,2,4,0,0,0,0,0,0,0,0,0,88,2,3,3,3
1128,1,18,10,NURSING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,2,1,2,1,4,3,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0
1137,1,24,7,NURSE AIDE,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
1138,1,18,35,WELDER AND PAINTER,5,1,4,3,4,3,0,66,66,66,0,66,66,66,1,4,3,3,1,4,3,4,1,0,0,0,0,0,0,0,0,0,3,3,3,3
1146,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,2,1,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
1148,1,25,2,JANITORIAL,2,1,4,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
1149,1,16,16,RETAIL,3,1,2,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,1,1,0,0,0,0,0,0,0,3,2,66,66
1150,1,28,8,FLOOR NURSE,4,1,4,2,2,2,1,4,1,1,1,1,1,3,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,66,66
1152,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,0,66
1167,99,999,999,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1175,1,40,8,LIFTING,3,1,2,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
1177,1,21,2,LABORER,4,1,4,3,99,99,0,66,66,66,99,99,99,99,99,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
1182,1,34,16,WAITRESS,3,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,1
1192,0,666,666,,3,1,1,2,2,3,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,66,66
1193,1,32,3,IRON WORKER,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,2,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,0,666,666,,4,1,1,2,1,99,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,1
1199,1,16,30,WAITRESS,5,1,4,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,2
1203,0,666,666,,4,1,4,3,3,3,1,1,1,99,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,3,3,4
1204,1,27,20,NURSE,4,1,4,2,2,3,1,4,1,99,1,1,1,1,0,66,66,66,1,4,2,2,0,0,1,0,0,0,0,1,0,0,2,1,3,66
1206,0,666,666,,5,1,4,2,3,2,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,4,1,0,1,0,0,1,0,0,0,88,3,2,3,66
1207,1,48,5,CLEANER,3,1,4,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1208,1,16,20,DENTAL ASSISTANT,5,1,2,2,3,3,1,1,1,1,0,66,66,66,1,2,2,1,1,3,3,3,1,1,0,1,0,0,1,0,0,0,3,3,3,66
1210,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,3,0
1211,1,16,29,FACTORY WORK,2,1,2,2,2,2,1,1,2,2,0,66,66,66,0,66,66,66,1,1,2,2,1,0,1,0,0,0,1,0,0,0,0,3,3,66
1212,1,24,18,SALES REP,5,0,66,66,66,66,1,2,2,2,0,66,66,66,0,66,66,66,1,2,2,1,0,0,0,0,0,0,1,1,0,0,3,0,66,66
1213,0,666,666,,2,1,1,3,2,3,1,1,2,1,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,66,66
1214,1,39,2,CLEANING,4,1,1,2,2,3,1,1,99,99,0,66,66,66,0,66,66,66,1,1,2,2,0,0,0,0,0,0,0,0,0,88,3,2,66,66
1215,1,33,11,RN,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,66,66
1217,0,666,666,,2,1,1,2,1,2,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
1218,0,666,666,,4,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,1,3
1221,0,666,666,,4,1,4,2,1,3,1,2,1,1,0,66,66,66,0,66,66,66,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3,4,66
1222,1,40,18,ASSEMBLE PACK,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,1
1224,1,18,30,FACTORY WORK,2,1,2,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,1
1225,1,23,20,RETAIL,5,1,99,2,99,99,1,1,99,99,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,66
1230,1,55,4,SALESMAN,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,99
1231,1,40,22,PATIENT CARE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,0,0
1234,1,18,25,MACHINE WORK,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1235,1,30,20,HOTEL AND FACTORY,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
1238,1,14,55,ASSEMBLY,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,99,99,0,0,0,0,1,0,1,0,0,0,2,2,2,1
1241,1,18,37,SUPERVISION,4,1,4,2,1,2,0,66,66,66,0,66,66,66,1,1,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
1246,0,666,666,,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,4,3
1253,0,666,666,,4,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,0,0,2
1268,0,666,666,,4,1,4,3,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,1
1271,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,1,0
1272,1,19,45,HOUSEWORK,4,1,1,2,2,1,1,1,1,1,1,1,2,1,0,66,66,66,1,1,1,99,0,0,0,0,1,0,0,0,0,0,99,2,99,99
1278,1,18,5,LABOROR,5,1,2,3,3,1,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,3,3
1288,1,18,26,VARIOUS,4,1,4,3,4,2,1,1,2,4,0,66,66,66,1,1,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,4,2,66
1289,1,23,30,HVAC SERVICE,4,0,66,66,66,66,1,2,1,1,0,66,66,66,1,4,1,2,1,4,1,2,1,0,0,0,0,0,0,0,0,88,3,3,2,66
1290,1,18,5,MOVING COMPANY,4,1,2,1,4,3,1,1,1,1,0,66,66,66,1,4,1,2,1,2,2,4,0,0,0,0,0,0,0,0,1,0,3,2,1,66
1291,1,18,40,CONSTRUCTION,5,1,4,2,3,2,1,4,2,1,0,66,66,66,1,4,1,2,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1294,1,21,37,PRINCIPAL,5,1,4,3,2,3,0,66,66,66,0,66,66,66,1,4,2,3,1,2,2,3,0,0,0,0,0,0,1,0,0,88,4,4,3,3
1295,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,66,66
1298,0,666,666,,3,1,1,1,2,2,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
1300,1,18,5,LABORER,4,0,66,66,66,66,1,1,2,2,0,66,66,66,0,66,66,66,1,4,2,2,0,0,0,0,0,0,0,1,0,0,3,1,2,66
1302,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,2,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
1303,1,29,30,POLICE,4,1,2,2,1,3,1,2,2,2,0,66,66,66,1,1,2,3,1,2,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1306,0,666,666,,4,1,2,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
1315,1,16,12,FACTORY,1,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,4,0,0,0,0,0,1,0,0,0,0,4,2,66,66
1319,1,35,22,ASSEMBLING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1321,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1322,1,18,40,CONSTRUCTION,3,1,2,2,2,2,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,66
1324,0,666,666,,5,1,4,1,1,2,1,1,1,1,0,66,66,66,1,2,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,2
1335,1,25,24,LIFTING,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4,4,2,66
1338,0,666,666,,3,1,1,2,3,2,0,66,66,66,0,66,66,66,1,4,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,66,66
1339,1,16,48,PUBLIC SERVICE,5,1,4,3,2,3,1,4,1,2,1,1,1,3,0,66,66,66,1,4,2,3,1,1,1,0,0,1,1,0,0,0,2,2,2,4
1340,1,17,13,CHILD CARE,4,1,3,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,0,0,1,0,0,0,0,1,0,88,4,4,66,66
1346,1,28,9,FOOD SERVICE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,2,1
1347,1,39,9,CLEANING,4,1,4,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,3,3,66
1352,1,14,36,CONSTRUCTION,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
1353,0,666,666,,3,1,1,2,2,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,66,66,66
1356,1,20,3,OFFICE WORK,3,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
1357,1,19,20,NURSING,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,99,0,0,0,0,0,0,1,0,0,0,99,99,99,66
1360,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1364,1,16,44,CONSTRUCTION,5,1,3,3,4,1,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,88,4,4,2,1
1367,1,18,34,CONSERVATION,4,1,4,1,1,3,0,66,66,66,0,66,66,66,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,2,2,66
1368,0,666,666,,3,1,4,1,1,2,0,66,66,66,0,66,66,66,1,4,1,2,1,1,2,3,0,0,1,1,0,0,0,0,0,0,2,2,1,66
1372,1,15,42,FREIGHT HANDLING,3,1,1,2,2,3,1,1,2,4,0,66,66,66,1,1,99,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,1
1377,1,18,35,POSTAL CLERK,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,1,4,1,3,0,0,0,0,0,1,0,0,0,0,2,2,2,1
1378,1,38,20,LETTER CARRY,5,1,4,3,4,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,4,66
1379,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,1,66
1384,1,60,5,LAWN CARE,4,1,3,3,4,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,0,99
1386,1,19,22,AUTO MECHANIC,5,1,1,3,3,3,0,66,66,66,0,66,66,66,1,4,3,1,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,66
