QBarcode,ColdC,ColdCSv,CookC,CookCSv,MilkC,MilkCSv,Pncak,PncakSv,Muffn,MuffnSv,WhtBrd,WhtBrdSv,ButBrd,ButBrdSv,Jam,JamSv,Gbar,GbarSv,Sbar,SbarSv,LFChip,LFChipSv,RChip,RChipSv,LFCrk,LFCrkSv,RCrk,RCrkSv,Pbutt,PbuttSv,Eggs,EggsSv,Bacon,BaconSv,LFDog,LFDogSv,RDog,RDogSv,LFLnch,LFLnchSv,RLnch,RLnchSv,Beef,BeefSv,Tuna,TunaSv,GrndMt,GrndMtSv,Liver,LiverSv,FryCkn,FryCknSv,RstCkn,RstCknSv,FryFsh,FryFshSv,ShlFsh,ShlFshSv,WhtFsh,WhtFshSv,DrkFsh,DrkFshSv,Gravy,GravySv,Ktchup,KtchupSv,Salsa,SalsaSv,Mayo,MayoSv,Stew,StewSv,Chili,ChiliSv,Asian,AsianSv,SpMt,SpMtSv,SpTom,SpTomSv,SpOil,SpOilSv,Tofu,TofuSv,Pizza,PizzaSv,Taco,TacoSv,BrthSp,BrthSpSv,CrmSp,CrmSpSv,BeanSp,BeanSpSv,Miso,MisoSv,Ramen,RamenSv,Cottag,CottagSv,LFChs,LFChsSv,OthChs,OthChsSv,Yogurt,YogurtSv,Salad,SaladSv,Dress,DressSv,Tomato,TomatoSv,Carrot,CarrotSv,Pepper,PepperSv,Brocc,BroccSv,Califl,CaliflSv,Grnbn,GrnbnSv,Peas,PeasSv,Slaw,SlawSv,SumSq,SumSqSv,WntrSq,WntrSqSv,Greens,GreensSv,Onion,OnionSv,Garlic,GarlicSv,Avcdo,AvcdoSv,PotFry,PotFrySv,PotBol,PotBolSv,Beans,BeansSv,Corn,CornSv,MayoSl,MayoSlSv,Grains,GrainsSv,AddFat,AddFatSv,Apple,AppleSv,Banana,BananaSv,Peach,PeachSv,Aprct,AprctSv,DryFrt,DryFrtSv,Orang,OrangSv,Berry,BerrySv,Melon,MelonSv,FrtOth,FrtOthSv,IceCrm,IceCrmSv,LFFrzn,LFFrznSv,Pudng,PudngSv,Donut,DonutSv,CkCak,CkCakSv,Choc,ChocSv
215,4,1,4,1,4,1,4,2,4,1,6,2,6,2,4,1,4,1,0,2,3,2,2,2,7,2,2,3,5,2,5,2,3,2,0,2,4,1,3,1,3,1,0,2,5,2,4,1,0,2,4,2,4,2,5,2,3,2,5,2,0,2,4,1,4,1,0,2,4,1,5,1,0,2,0,2,3,2,3,2,3,2,0,2,4,2,0,2,4,2,2,2,1,2,0,2,1,2,4,2,2,2,4,1,3,1,6,2,6,2,4,2,3,2,2,2,3,2,3,2,1,2,2,2,1,1,2,2,3,2,1,1,1,1,0,2,1,1,4,2,5,2,0,2,3,1,3,1,3,1,6,1,4,2,1,1,2,1,2,1,3,1,4,1,4,1,6,2,6,2,4,2,4,2,4,2,4,2,4,2,5,2
216,7,1,3,1,99,1,0,2,0,2,0,2,3,1,1,2,1,2,0,2,7,2,0,2,6,2,1,2,2,2,5,2,1,1,5,1,1,2,6,1,0,2,4,2,4,2,3,2,0,2,0,2,5,2,0,2,5,2,5,2,5,2,0,2,0,2,4,2,5,2,0,2,5,2,1,2,3,1,6,1,1,1,0,2,4,1,0,2,4,2,0,2,2,1,0,2,0,2,2,1,6,1,3,1,99,2,6,2,6,1,5,2,6,2,4,1,5,1,5,1,2,2,1,2,99,2,3,2,2,2,5,2,5,2,7,2,0,2,0,2,3,2,99,2,1,2,1,2,5,2,3,2,4,2,6,2,99,2,99,2,99,2,99,2,6,2,6,2,99,2,1,2,1,2,1,2,1,2,1,2,1,2
238,5,2,0,2,5,2,1,2,0,2,6,2,4,1,1,1,0,2,0,2,3,3,3,2,0,2,1,2,2,2,3,2,1,2,0,2,1,1,5,2,0,2,6,2,1,1,2,2,0,2,2,2,0,2,1,2,3,2,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,0,2,2,2,0,2,5,2,3,3,2,2,1,2,5,3,2,3,3,3,1,2,0,2,3,2,1,1,5,1,4,2,6,2,6,2,7,3,9,2,6,2,4,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,6,2,3,2,3,2,4,2,4,2,0,2,2,2,3,2,3,1,4,1,6,1,6,1,2,2,2,2,3,2,6,2,4,2,6,2,1,2,1,2,0,2,3,2,3,2,2,2
239,5,1,5,1,6,3,2,1,4,2,9,2,9,2,2,2,0,2,0,2,3,1,3,1,8,2,8,2,4,1,3,1,3,1,0,2,3,1,3,1,3,1,8,1,4,1,4,1,2,1,1,1,4,1,4,1,1,1,4,1,0,2,7,1,0,2,1,1,7,1,4,1,3,1,3,1,3,1,3,1,3,1,0,2,1,1,1,1,3,1,7,1,0,2,4,1,1,1,7,1,2,1,6,1,6,1,6,1,6,1,2,2,1,2,7,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,8,1,8,1,0,2,3,1,6,1,3,1,6,1,8,1,3,1,9,1,8,1,8,1,8,1,2,1,1,1,1,1,6,1,6,1,7,1,1,1,0,2,2,1,3,1,8,1,8,1
240,3,2,1,2,3,2,0,2,0,2,0,2,7,2,1,2,2,2,0,2,3,2,2,2,3,2,3,2,3,2,7,2,6,1,1,1,1,2,3,2,3,2,1,2,1,2,3,2,0,2,3,2,3,2,0,2,0,2,0,2,0,2,3,1,1,1,1,1,1,1,3,3,1,1,1,3,1,3,1,3,1,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,1,1,1,1,2,1,2,1,1,1,7,3,7,1,7,3,7,3,7,3,7,3,7,3,7,3,7,3,2,2,3,2,6,3,4,3,6,3,99,2,0,2,3,2,6,2,6,2,7,2,2,2,2,2,7,2,3,2,3,2,0,2,0,2,0,2,3,2,5,3,5,3,6,3,5,2,3,2,2,1,2,1,6,2,6,2
243,3,2,5,2,3,1,1,2,1,2,7,2,5,2,3,2,9,2,0,2,0,2,1,2,0,2,2,1,4,2,99,2,3,2,0,2,1,2,7,2,1,2,6,2,2,2,4,2,0,2,0,2,4,2,4,2,2,2,0,2,0,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,0,2,0,2,0,2,5,2,4,2,4,2,1,2,4,2,0,2,0,2,1,2,0,2,4,2,7,2,5,2,5,2,6,2,5,2,3,2,4,2,1,2,1,2,5,2,4,2,4,2,4,2,4,2,6,2,5,2,0,2,1,2,5,2,1,2,5,2,1,2,4,2,7,2,8,2,8,2,5,2,0,2,7,2,7,2,5,2,6,2,6,2,3,2,2,2,2,2,3,2,3,2,6,2
244,3,3,6,2,3,2,1,2,1,2,3,2,4,2,0,2,0,2,0,2,3,2,1,2,3,3,1,1,7,2,3,2,1,2,0,2,2,2,2,2,1,2,4,2,4,2,2,2,0,2,3,3,3,2,0,2,1,2,3,3,0,2,0,2,1,1,1,2,3,2,0,2,1,3,1,2,1,3,0,2,1,2,1,2,3,2,1,3,1,3,1,2,1,2,0,2,0,2,1,2,0,2,6,2,3,2,6,3,6,2,1,2,1,2,3,2,4,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,5,2,0,2,1,1,2,2,2,2,1,1,2,2,1,2,3,2,1,2,2,2,1,2,0,2,0,2,1,2,4,3,4,3,2,2,5,3,1,3,1,2,2,2,3,2,6,2
245,7,1,1,2,7,1,2,2,4,2,5,1,2,3,1,1,0,2,0,2,4,2,4,2,0,2,6,2,5,2,3,2,3,2,99,2,2,2,3,1,99,2,5,2,2,1,6,2,99,2,2,2,5,2,4,2,3,2,0,2,0,2,3,1,3,1,0,2,2,2,2,2,99,2,3,2,3,2,0,2,2,2,0,2,3,2,0,2,5,1,5,1,0,2,0,2,0,2,1,1,6,2,6,1,0,2,6,2,6,1,6,1,6,2,3,2,0,2,0,2,4,1,4,1,4,1,0,2,3,1,0,2,2,1,6,1,0,2,3,2,6,2,2,2,5,1,2,2,2,2,6,1,5,2,0,2,2,1,0,2,0,2,0,2,5,1,6,2,4,1,4,1,0,2,5,1,3,1,3,1,3,1
246,4,1,5,1,7,3,1,1,2,2,6,2,7,2,3,1,0,2,0,2,4,2,4,2,5,2,3,2,6,2,2,1,0,2,0,2,3,2,4,2,4,2,5,2,4,2,5,2,3,1,3,2,4,2,3,2,1,2,2,2,0,2,3,2,5,2,2,2,3,2,4,2,3,2,1,2,5,3,0,2,4,3,0,2,3,2,0,2,0,2,0,2,1,2,0,2,1,1,3,1,3,1,3,2,2,1,6,3,6,2,0,2,4,3,3,2,5,3,4,2,3,3,3,3,2,2,1,2,3,2,4,2,3,2,6,1,0,2,3,2,4,3,3,3,4,3,3,3,4,3,6,2,5,2,6,2,3,2,1,1,3,2,3,2,2,2,3,2,3,2,1,2,1,2,1,2,3,2,4,2,3,2
247,1,2,1,2,1,2,1,2,1,2,5,2,5,2,1,1,1,1,0,2,1,2,3,2,1,2,3,3,2,2,4,2,3,2,0,2,2,2,1,2,1,2,6,2,2,2,6,2,0,2,1,2,6,2,1,2,1,2,1,2,0,2,1,2,4,2,3,2,3,2,3,2,1,2,3,2,4,2,0,2,1,2,0,2,3,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0,2,5,2,0,2,7,2,7,2,5,2,4,2,4,2,4,2,1,2,5,2,4,2,2,2,2,2,2,2,3,2,5,2,1,2,0,2,3,2,6,2,1,2,4,2,2,2,4,2,7,2,6,2,3,2,1,2,0,2,3,2,1,2,2,2,1,2,1,2,4,2,0,2,1,2,5,2,6,2,4,2
249,3,2,5,1,5,1,3,1,2,1,3,1,6,1,6,1,2,1,0,2,0,2,3,1,3,1,4,1,3,2,2,1,1,1,0,2,1,1,3,2,1,1,3,1,3,1,1,1,0,2,0,2,5,2,1,2,3,2,2,2,0,2,1,1,3,2,0,2,3,1,2,1,0,2,0,2,1,1,1,1,1,1,0,2,1,1,0,2,3,2,1,1,0,2,0,2,0,2,0,2,2,2,1,1,3,2,5,2,5,2,1,1,5,2,0,2,3,1,3,1,3,2,3,2,2,1,3,1,3,2,0,2,3,1,1,1,1,1,0,2,4,2,0,2,3,2,1,2,0,2,6,2,4,1,8,2,5,1,1,1,4,2,5,2,5,2,4,2,5,2,1,1,0,2,1,1,1,1,3,2,3,2
250,2,2,2,1,3,2,4,2,4,2,6,2,8,2,4,2,3,2,0,2,0,2,6,3,1,1,2,2,4,2,4,3,4,2,0,2,3,2,6,2,5,2,7,2,0,2,5,2,0,2,3,2,3,2,4,2,0,2,2,2,0,2,1,2,3,2,3,2,5,2,2,2,3,2,2,2,4,2,4,2,4,2,0,2,4,3,4,3,1,2,1,2,0,2,0,2,0,2,2,2,3,2,5,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,3,2,3,2,99,2,0,2,1,2,99,2,5,3,3,2,0,2,4,2,4,2,4,2,5,2,6,3,6,3,6,2,3,2,1,2,1,2,0,2,0,2,1,1,3,3,1,1,1,1,2,3,1,2,1,2,8,3,9,3,7,3
251,9,2,8,2,8,2,8,3,8,2,9,2,8,1,8,1,0,2,0,2,0,2,6,2,5,2,6,2,5,2,0,2,6,2,0,2,6,2,6,2,6,2,6,2,6,2,6,2,0,2,6,2,6,2,2,2,0,2,0,2,0,2,3,2,9,2,0,2,9,2,5,2,3,2,0,2,3,2,0,2,0,2,0,2,3,2,3,2,2,2,0,2,0,2,0,2,3,2,1,1,0,2,5,2,0,2,3,2,3,2,0,2,5,2,1,2,0,2,2,2,2,2,0,2,0,2,0,2,0,2,3,2,0,2,0,2,0,2,5,2,5,2,0,2,4,2,3,2,3,2,6,2,6,2,0,2,3,2,0,2,0,2,6,2,0,2,3,2,4,2,3,2,3,2,0,2,3,2,3,2,4,2
254,6,1,0,2,2,1,1,1,1,1,5,1,5,1,1,1,0,2,0,2,2,1,6,1,0,2,3,1,6,1,1,1,0,2,0,2,2,1,5,1,3,1,6,1,2,1,0,2,5,1,3,1,3,1,1,1,0,2,3,1,0,2,1,1,6,1,0,2,2,1,2,1,0,2,1,1,3,1,0,2,0,2,0,2,4,1,0,2,0,2,0,2,0,2,0,2,0,2,6,1,5,1,6,1,3,1,4,1,4,1,3,1,3,1,3,1,3,1,2,1,5,1,2,1,1,1,1,1,1,1,0,2,0,2,0,2,0,2,1,1,6,1,2,1,3,1,2,1,2,1,6,1,2,1,3,1,3,1,0,2,0,2,3,1,2,1,3,1,3,1,5,1,3,1,0,2,3,1,4,1,7,1
255,6,2,3,2,7,1,1,2,1,2,5,2,6,2,5,1,0,2,0,2,5,2,5,2,0,2,3,2,5,2,4,2,2,2,0,2,3,2,2,2,4,2,6,2,4,2,6,2,0,2,3,2,1,2,1,2,1,3,2,2,0,2,4,2,6,2,2,2,4,2,5,2,2,2,0,2,3,2,0,2,4,2,0,2,4,2,2,2,1,2,1,2,1,2,0,2,1,2,4,2,1,2,3,2,3,2,5,2,5,2,2,2,3,2,3,2,2,2,2,2,4,2,4,2,1,2,2,2,2,2,1,2,6,2,7,2,1,2,3,2,6,2,4,2,0,2,2,2,5,2,7,2,4,2,5,2,6,2,1,2,1,2,5,2,6,2,4,2,4,2,7,2,1,2,1,2,3,2,9,2,8,2
256,7,2,1,1,7,2,3,2,1,2,5,2,5,2,3,2,1,2,0,2,1,2,1,2,1,2,1,2,3,2,1,1,1,2,0,2,1,2,1,2,1,2,3,2,1,2,1,2,1,1,0,2,3,2,1,2,1,2,3,2,1,2,3,2,1,1,1,1,1,1,4,2,1,2,1,2,3,2,3,2,2,2,0,2,3,2,1,2,1,2,1,2,1,2,0,2,1,2,3,2,1,2,3,2,5,2,3,2,3,2,2,2,2,2,1,1,4,2,4,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,3,2,4,2,0,2,1,2,2,2,4,2,5,2,3,2,2,2,2,2,0,2,2,2,4,2,3,2,2,2,5,2,5,2,2,2,1,2,6,2,4,2,5,2
257,0,2,0,2,0,2,0,2,0,2,5,2,5,2,0,2,0,2,0,2,0,2,4,2,0,2,6,2,0,2,4,2,3,2,0,2,2,2,6,2,6,2,5,2,0,2,5,2,0,2,4,2,4,2,4,2,0,2,0,2,3,2,6,2,6,2,0,2,4,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,6,2,1,2,1,2,1,2,0,2,0,2,5,2,1,2,0,2,5,2,0,2,7,3,7,2,7,2,4,2,4,2,5,2,0,2,99,2,1,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,5,2,0,2,5,2,0,2,0,2,7,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,4,1,0,2,1,1,0,2,0,2,0,2,0,2,2,1
258,8,3,0,2,8,3,2,3,99,2,6,2,5,1,99,2,5,2,1,2,1,2,4,2,1,2,5,3,5,2,4,2,99,2,1,2,1,2,5,2,1,1,5,3,4,3,4,3,1,1,1,2,6,3,0,2,0,2,4,2,4,2,1,1,3,1,2,2,5,2,4,3,1,2,4,2,4,3,3,3,1,2,1,2,3,3,2,2,3,3,3,3,0,2,0,2,1,1,1,1,0,2,6,2,0,2,5,2,5,2,6,2,7,2,5,2,3,2,0,2,2,2,3,2,1,1,1,1,1,2,0,2,1,1,1,1,0,2,1,2,4,2,1,2,2,2,2,2,4,2,5,2,5,2,5,2,6,2,1,1,7,2,3,1,6,2,4,2,5,2,5,2,2,2,3,2,2,2,6,2,6,2
259,3,2,0,2,3,2,2,2,1,2,3,2,3,2,1,1,1,2,0,2,2,2,3,2,1,2,1,2,4,2,4,2,2,2,1,2,2,2,3,2,1,2,4,2,3,2,4,2,0,2,1,1,4,2,3,2,1,2,2,2,1,2,3,2,0,2,1,1,3,2,0,2,1,2,3,3,3,3,3,2,3,2,0,2,2,3,3,3,3,2,2,2,1,1,0,2,0,2,1,1,3,2,3,2,4,2,5,3,5,2,0,2,2,2,2,1,1,2,1,1,3,2,1,2,3,2,0,2,1,2,0,2,0,2,1,2,0,2,2,2,3,2,2,2,2,2,3,2,3,2,6,3,2,2,4,2,0,2,0,2,0,2,4,2,3,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2
260,8,2,8,2,8,1,4,1,4,1,4,1,8,1,0,2,0,2,0,2,4,1,6,1,0,2,0,2,4,1,3,1,3,1,3,1,4,1,1,1,1,1,1,1,1,1,4,1,0,2,4,1,4,1,0,2,0,2,0,2,0,2,0,2,5,1,5,1,4,1,1,1,1,1,0,2,4,1,4,1,4,2,0,2,2,1,0,2,0,2,0,2,1,1,0,2,0,2,2,1,0,2,2,1,0,2,6,1,0,2,4,1,6,1,2,1,4,1,0,2,5,1,2,1,1,1,2,1,2,1,2,1,4,1,0,2,0,2,4,1,6,1,0,2,4,1,4,1,3,1,7,1,6,1,3,1,3,1,1,1,0,2,6,1,4,1,4,1,4,1,3,1,3,1,3,1,2,1,2,1,5,1
264,6,2,1,2,6,2,3,2,3,2,6,2,6,1,1,1,0,2,0,2,3,2,1,1,0,2,0,2,0,2,5,2,1,1,0,2,0,2,0,2,0,2,3,2,4,1,3,1,0,2,0,2,5,2,1,2,0,2,3,2,2,2,1,1,3,2,1,2,2,1,1,2,3,2,2,2,4,2,2,2,0,2,0,2,0,2,0,2,3,2,0,2,0,2,0,2,1,2,0,2,0,2,5,2,3,2,0,2,1,1,0,2,3,1,0,2,0,2,0,2,4,2,0,2,0,2,0,2,2,2,0,2,3,1,5,1,0,2,1,2,3,2,0,2,4,2,0,2,4,2,5,1,2,2,6,1,0,2,0,2,0,2,0,2,0,2,0,2,3,2,3,2,2,2,2,2,5,1,6,1,4,1
266,5,1,0,2,5,1,3,2,0,2,9,2,9,1,8,2,0,2,0,2,2,2,6,2,8,2,8,2,5,2,5,2,1,2,0,2,2,2,5,2,5,2,4,2,3,2,4,2,0,2,0,2,5,2,1,2,1,2,1,2,0,2,1,2,1,2,0,2,5,2,1,2,2,2,0,2,0,2,3,2,2,2,0,2,3,2,0,2,0,2,1,2,1,2,0,2,0,2,1,2,0,2,6,2,0,2,6,2,6,2,5,2,0,2,2,2,4,2,1,2,2,2,1,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,3,2,4,2,0,2,2,2,1,2,3,2,9,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,2,0,2,0,2,6,2,7,2,6,2
268,1,2,5,2,1,2,1,2,0,2,5,2,6,2,6,2,0,2,0,2,4,2,0,2,0,2,2,2,1,2,6,2,6,2,0,2,3,2,3,2,0,2,6,2,4,2,3,2,0,2,2,2,5,2,4,2,2,2,0,2,0,2,3,2,3,2,0,2,4,2,3,2,1,2,0,2,3,2,1,2,2,2,0,2,3,2,0,2,2,2,0,2,0,2,0,2,4,2,1,2,0,2,3,2,0,2,3,2,3,2,3,2,0,2,3,2,0,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,0,2,1,2,0,2,3,2,6,2,1,2,2,2,2,2,2,2,3,2,3,2,6,2,3,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,3,2,2,2,6,2,5,2,4,2
270,8,2,3,1,8,2,2,2,2,2,6,2,6,2,6,2,1,1,0,2,6,2,3,2,3,3,3,2,3,2,2,2,2,2,0,2,2,2,6,2,0,2,4,2,0,2,4,2,0,2,2,3,5,2,2,2,2,2,0,2,0,2,1,1,4,2,0,2,0,2,1,2,0,2,1,2,5,2,2,2,2,2,0,2,4,3,0,2,1,2,0,2,0,2,0,2,0,2,1,2,1,1,5,1,0,2,4,2,4,2,5,1,6,1,2,1,3,2,3,2,4,1,4,1,0,2,4,1,1,1,1,1,3,1,1,1,99,2,4,1,6,2,0,2,4,1,0,2,3,2,8,2,5,2,6,2,4,2,1,1,1,1,5,2,7,2,4,2,5,2,3,2,2,2,2,2,3,2,6,2,6,2
275,6,2,4,1,7,2,4,1,1,1,1,2,0,2,3,1,0,2,0,2,1,2,1,2,2,2,1,2,9,1,3,1,2,1,1,2,2,2,3,1,1,2,5,2,3,2,5,2,1,2,2,2,5,2,2,2,3,2,3,2,3,2,1,2,2,1,1,1,2,1,1,2,2,2,0,2,1,2,0,2,1,2,0,2,3,1,2,2,1,2,1,2,1,2,0,2,0,2,8,1,6,2,3,2,1,1,6,2,6,1,5,2,3,2,5,1,5,2,6,2,2,2,2,2,3,2,4,2,5,2,3,2,6,2,5,2,2,1,1,1,2,1,2,2,2,2,3,2,1,2,1,2,3,2,5,2,1,2,1,2,4,1,6,2,7,2,5,3,4,2,1,1,3,2,1,1,1,2,1,2,3,2
276,7,2,7,2,7,2,8,2,3,2,3,2,7,1,3,2,6,2,0,2,3,2,2,1,2,1,2,1,2,1,1,1,4,2,0,2,4,2,3,2,3,2,7,2,3,2,6,2,0,2,4,2,3,2,4,2,0,2,4,2,0,2,1,1,6,2,0,2,3,2,1,2,0,2,0,2,3,2,3,2,2,2,0,2,0,2,0,2,2,2,4,2,0,2,0,2,0,2,3,2,0,2,3,2,0,2,4,3,4,2,4,2,1,2,0,2,3,2,3,2,6,3,3,2,3,2,1,2,3,2,2,2,0,2,0,2,0,2,3,2,4,2,1,2,1,2,4,2,0,2,3,1,3,2,3,2,2,1,2,2,0,2,2,2,3,2,0,2,3,2,3,2,0,2,0,2,0,2,3,3,2,2
278,8,2,0,2,8,1,1,2,0,2,5,2,3,1,3,1,0,2,0,2,5,2,0,2,1,1,0,2,0,2,2,1,0,2,0,2,2,2,2,2,0,2,6,2,2,2,6,3,1,1,0,2,5,2,1,2,0,2,3,2,0,2,5,2,7,2,0,2,0,2,0,2,0,2,0,2,4,2,0,2,1,1,0,2,2,2,0,2,5,2,0,2,1,2,0,2,0,2,1,2,0,2,4,2,0,2,5,2,5,2,6,2,4,2,0,2,2,2,2,2,4,2,3,2,0,2,1,2,3,2,0,2,0,2,0,2,0,2,5,2,3,2,2,2,3,2,0,2,3,2,5,1,2,2,0,2,0,2,0,2,0,2,2,2,0,2,3,2,3,2,3,2,3,2,1,2,2,2,7,2,6,1
279,4,2,4,2,5,2,1,2,1,2,4,2,5,2,2,2,1,1,0,2,4,2,4,2,1,1,1,1,1,1,1,2,1,2,0,2,2,2,3,2,3,2,4,2,2,2,5,2,5,2,3,2,5,2,3,2,1,2,4,2,1,2,2,2,4,2,0,2,0,2,3,2,3,2,3,2,4,2,2,2,0,2,0,2,4,2,4,2,3,2,0,2,1,2,0,2,1,2,0,2,1,2,1,2,1,1,6,2,6,2,4,2,4,2,4,2,5,2,5,2,5,2,3,2,0,2,2,2,1,2,5,2,6,2,4,2,0,2,3,2,5,2,4,2,4,2,2,2,4,2,5,2,6,2,6,2,4,2,1,2,1,2,4,2,4,2,3,2,5,2,2,2,1,2,2,2,2,2,2,2,1,2
280,5,2,5,2,5,2,2,2,0,2,3,2,3,2,2,2,3,2,0,2,6,2,3,3,3,2,2,2,4,3,1,1,0,2,1,2,0,2,6,2,0,2,4,2,3,2,1,2,0,2,0,2,5,3,0,2,3,3,3,3,1,2,1,1,2,2,3,3,4,1,1,2,1,2,1,2,4,2,4,2,1,2,2,2,1,3,2,2,7,2,0,2,2,2,0,2,0,2,1,2,4,2,4,2,7,2,7,2,7,2,7,2,7,2,3,2,3,2,6,2,6,2,3,2,2,2,6,2,2,3,0,2,5,1,4,2,0,2,0,2,4,2,4,2,5,2,3,2,4,2,3,2,5,2,5,2,6,2,0,2,1,3,5,2,7,3,7,3,7,3,1,2,3,2,0,2,0,2,1,2,3,2
281,1,1,5,1,1,1,7,1,0,2,0,2,7,1,5,1,0,2,0,2,0,2,0,2,0,2,0,2,1,1,8,1,8,1,0,2,0,2,2,1,0,2,5,1,6,1,6,1,0,2,0,2,5,1,2,1,0,2,0,2,0,2,0,2,6,1,0,2,6,1,0,2,1,1,0,2,2,1,2,1,0,2,0,2,0,2,0,2,6,1,0,2,0,2,0,2,0,2,0,2,0,2,3,1,2,1,8,1,8,1,0,2,2,1,2,1,0,2,0,2,0,2,6,1,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,4,1,0,2,0,2,2,1,0,2,8,1,2,1,5,1,0,2,0,2,0,2,8,1,3,1,0,2,1,1,3,1,3,1,0,2,0,2,0,2,0,2
282,6,2,4,2,6,2,1,3,1,2,4,2,1,2,4,2,2,2,0,2,4,2,0,2,2,2,0,2,2,3,1,2,0,2,0,2,1,2,4,2,0,2,5,2,2,2,1,2,0,2,0,2,5,2,1,2,1,2,4,2,4,3,0,2,3,3,1,3,0,2,0,2,1,3,1,3,4,3,4,3,0,2,0,2,2,3,0,2,2,3,0,2,2,3,0,2,0,2,2,3,2,2,2,2,0,2,8,3,8,2,7,2,3,2,3,3,4,3,1,3,4,3,3,3,2,3,0,2,4,3,0,2,7,2,4,2,0,2,1,3,3,3,1,3,5,3,1,3,1,3,0,2,3,3,8,3,5,2,0,2,0,2,2,2,4,3,5,3,6,3,3,3,0,2,0,2,1,2,3,2,5,2
285,6,2,3,1,6,1,4,1,2,1,3,1,3,1,6,1,6,3,1,2,2,2,3,2,1,2,2,2,6,2,1,1,1,1,3,1,1,2,1,1,1,1,2,1,3,2,2,1,1,1,2,2,6,2,3,2,2,1,1,1,3,2,1,1,3,2,3,2,2,1,3,2,1,1,3,2,2,2,3,2,2,2,2,2,3,3,1,2,3,2,1,1,1,2,99,2,99,2,1,2,0,2,2,1,4,2,6,2,6,2,6,2,4,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,3,3,2,2,3,1,3,1,2,2,3,2,2,2,6,2,2,1,4,1,8,3,9,3,3,1,5,2,4,2,5,2,5,2,3,2,3,2,1,1,1,2,3,2,5,2,2,2
290,7,2,1,2,7,2,2,2,3,2,5,1,2,2,5,2,0,2,0,2,0,2,5,3,0,2,6,2,6,3,3,2,3,3,0,2,3,2,5,2,5,2,5,3,4,2,4,2,1,2,3,2,3,2,3,2,2,3,4,2,3,2,2,2,5,3,4,2,6,2,2,2,2,3,2,3,3,3,3,3,2,2,0,2,3,2,2,2,3,2,1,2,2,3,0,2,0,2,3,2,0,2,3,2,3,2,7,2,7,2,6,2,4,2,4,2,4,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,1,2,3,3,99,2,3,2,5,2,4,2,1,2,2,2,5,2,4,2,4,2,5,2,5,2,1,2,1,2,4,2,6,2,3,2,4,2,3,2,1,2,1,2,4,2,5,2,2,2
295,6,3,0,2,6,3,2,2,2,2,9,2,9,3,3,2,0,2,0,2,3,3,2,2,2,2,2,3,8,2,5,3,5,2,0,2,4,2,1,2,1,2,6,2,3,2,6,2,0,2,0,2,7,2,2,2,1,2,4,2,0,2,3,2,3,2,1,2,3,2,3,3,2,3,1,2,7,3,7,3,4,3,0,2,3,2,0,2,3,2,3,2,3,2,0,2,0,2,3,2,3,2,4,2,0,2,6,2,6,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,99,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2
296,3,3,3,3,3,3,1,2,3,2,8,3,0,2,0,2,2,2,0,2,2,2,2,2,3,2,5,2,2,2,1,2,3,2,5,2,4,2,6,2,5,2,6,2,4,2,5,2,0,2,2,2,5,2,3,2,2,2,2,2,2,2,3,2,7,2,0,2,7,2,4,2,2,2,1,2,4,2,2,2,4,2,0,2,6,2,0,2,4,2,2,2,0,2,0,2,2,2,0,2,0,2,4,2,0,2,0,2,0,2,4,2,3,2,0,2,4,2,0,2,2,2,5,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,3,2,5,2,0,2,4,2,4,2,5,2,5,2,3,2,5,2,2,2,3,2,0,2,3,2,3,2,3,2,2,2,2,2,0,2,0,2,2,2,2,2,6,2
